Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,sqr_Annual Income,sqrt_Annual Income,sqr_Tax Liens,sqrt_Tax Liens,sqr_Number of Open Accounts,sqrt_Number of Open Accounts,sqr_Years of Credit History,sqrt_Years of Credit History,sqr_Maximum Open Credit,sqrt_Maximum Open Credit,sqr_Number of Credit Problems,sqrt_Number of Credit Problems,sqr_Months since last delinquent,sqrt_Months since last delinquent,sqr_Bankruptcies,sqrt_Bankruptcies,sqr_Current Loan Amount,sqrt_Current Loan Amount,sqr_Current Credit Balance,sqrt_Current Credit Balance,sqr_Monthly Debt,sqrt_Monthly Debt,sqr_Credit Score,sqrt_Credit Score,Term_bin,Years in current job_1 year,Years in current job_10more years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_less 1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Id
Own Home,1366391.7201749957,4 years,0.0,22.0,10.9,625042.0,0.0,28.0,0.0,debt consolidation,Long Term,326810.0,300675.0,13844.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,484.0,4.69041575982343,118.81,3.3015148038438356,390677501764.0,790.5959777281946,0.0,0.0,784.0,5.291502622129181,0.0,0.0,106804776100.0,571.6729834442065,90405455625.0,548.3383991660625,191656336.0,117.66052864066182,1325002.427814051,33.927680408431776,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,42
Home Mortgage,1366391.7201749957,10+ years,0.0,10.0,9.4,348678.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,191136.0,165927.0,12031.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,100.0,3.1622776601683795,88.36000000000001,3.0659419433511785,121576347684.0,590.4896273432752,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,36532970496.0,437.1910337598428,27531769329.0,407.3413801714724,144744961.0,109.68591523071684,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43
Have Mortgage,1334256.0,10+ years,0.0,17.0,15.4,380052288.0,1.0,35.0,0.0,take a trip,Short Term,33110.0,656450.0,34357.0,729.0,0,1780239073536.0,1155.0999956713704,0.0,0.0,289.0,4.123105625617661,237.16000000000003,3.924283374069717,1.4443974161403494e+17,19494.92980238708,1.0,1.0,1225.0,5.916079783099616,0.0,0.0,1096272100.0,181.96153439669604,430926602500.0,810.2160205772285,1180403449.0,185.35641343098976,531441.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,44
Home Mortgage,1366391.7201749957,10+ years,0.0,10.0,21.4,1104554.0,1.0,34.69260017548991,1.0,debt consolidation,Long Term,774092.0,595251.0,28897.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,100.0,3.1622776601683795,457.9599999999999,4.626013402488151,1220039538916.0,1050.9776401046788,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,599218424464.0,879.8249825959706,354323753001.0,771.5251130066993,835036609.0,169.99117624159203,1325002.427814051,33.927680408431776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45
Home Mortgage,1721457.0,10+ years,0.0,6.0,27.3,263604.0,0.0,6.0,0.0,debt consolidation,Short Term,99999999.0,121353.0,23527.0,723.0,0,2963414202849.0,1312.043063317664,0.0,0.0,36.0,2.449489742783178,745.2900000000001,5.224940191045253,69487068816.0,513.4238015518953,0.0,0.0,36.0,2.449489742783178,0.0,0.0,9999999800000000.0,9999.99995,14726550609.0,348.3575749140529,553519729.0,153.38513617687994,522729.0,26.888659319497503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46
Own Home,1366391.7201749957,5 years,0.0,18.0,18.0,1447468.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,215490.0,612541.0,24039.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,324.0,4.242640687119285,324.0,4.242640687119285,2095163611024.0,1203.1076427319379,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,46435940100.0,464.2090046519994,375206476681.0,782.6499856257585,577873521.0,155.04515471307062,1325002.427814051,33.927680408431776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47
Home Mortgage,1366391.7201749957,8 years,0.0,14.0,18.7,252670.0,0.0,29.0,0.0,home improvements,Long Term,323796.0,94696.0,25005.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,196.0,3.7416573867739413,349.69,4.324349662087931,63842128900.0,502.6629089161045,0.0,0.0,841.0,5.385164807134504,0.0,0.0,104843849616.0,569.0307548806128,8967332416.0,307.7271518732138,625250025.0,158.12969360622944,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48
Rent,1366391.7201749957,5 years,0.0,8.0,17.0,181742.0,0.0,13.0,0.0,debt consolidation,Short Term,355344.0,108300.0,19012.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,64.0,2.8284271247461903,289.0,4.123105625617661,33030154564.0,426.31209225167424,0.0,0.0,169.0,3.605551275463989,0.0,0.0,126269358336.0,596.1073728784103,11728890000.0,329.0896534380867,361456144.0,137.88400922514546,1325002.427814051,33.927680408431776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49
Rent,665931.0,3 years,0.0,6.0,22.2,279642.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,220308.0,181127.0,9379.0,716.0,0,443464096761.0,816.045954588343,0.0,0.0,36.0,2.449489742783178,492.84,4.711687595755898,78199648164.0,528.8118758121833,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,48535614864.0,469.3697902507148,32806990129.0,425.590178458103,87965641.0,96.84523736353792,512656.0,26.758176320519304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50
Home Mortgage,1521672.0,3 years,0.0,12.0,10.4,900878.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,132154.0,242744.0,20416.0,742.0,1,2315485675584.0,1233.5606997630882,0.0,0.0,144.0,3.4641016151377544,108.16000000000001,3.22490309931942,811581170884.0,949.1459318777065,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,17464679716.0,363.52991623798994,58924649536.0,492.6905722662044,416813056.0,142.884568795934,550564.0,27.23967694375247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,51
Rent,916560.0,3 years,0.0,8.0,9.5,564168.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,265320.0,183198.0,13137.0,744.0,0,840082233600.0,957.3714012858333,0.0,0.0,64.0,2.8284271247461903,90.25,3.082207001484488,318285532224.0,751.1111768573278,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,70394702400.0,515.0922247520341,33561507204.0,428.01635482770985,172580769.0,114.61675270221191,553536.0,27.27636339397171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52
Home Mortgage,2276808.0,10+ years,0.0,19.0,34.4,1685794.0,0.0,8.0,0.0,debt consolidation,Long Term,768922.0,267881.0,13889.0,707.0,0,5183854668864.0,1508.9095400321385,0.0,0.0,361.0,4.358898943540674,1183.36,5.865151319446072,2841901410436.0,1298.3812999269514,0.0,0.0,64.0,2.8284271247461903,0.0,0.0,591241042084.0,876.8819760948448,71760230161.0,517.5722171832642,192904321.0,117.8516016013359,499849.0,26.589471600616662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,53
Home Mortgage,1366391.7201749957,10+ years,0.0,7.0,17.6,293766.0,1.0,71.0,1.0,debt consolidation,Short Term,175516.0,149948.0,3767.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,49.0,2.6457513110645907,309.76000000000005,4.1952353926806065,86298462756.0,542.0018450153099,1.0,1.0,5041.0,8.426149773176359,1.0,1.0,30805866256.0,418.94629727448364,22484402704.0,387.2311970903171,14190289.0,61.37589103222861,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,54
Rent,1366391.7201749957,6 years,0.0,7.0,18.0,89100.0,0.0,13.0,0.0,small business,Long Term,130328.0,39235.0,18351.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,49.0,2.6457513110645907,324.0,4.242640687119285,7938810000.0,298.496231131986,0.0,0.0,169.0,3.605551275463989,0.0,0.0,16985387584.0,361.00969516067016,1539385225.0,198.07826735914267,336759201.0,135.46586285850765,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55
Rent,1520969.0,10+ years,0.0,7.0,19.2,458590.0,0.0,34.69260017548991,0.0,home improvements,Short Term,468138.0,2774.0,12865.0,748.0,0,2313346698961.0,1233.2757193750308,0.0,0.0,49.0,2.6457513110645907,368.64,4.381780460041329,210304788100.0,677.1927347513409,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,219153187044.0,684.2061092974835,7695076.0,52.66877632905477,165508225.0,113.42398335449165,559504.0,27.349588662354687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,56
Rent,719549.0,2 years,0.0,7.0,16.3,37290.0,1.0,34.69260017548991,0.0,debt consolidation,Long Term,71258.0,27569.0,12592.0,722.0,1,517750763401.0,848.262341495837,0.0,0.0,49.0,2.6457513110645907,265.69,4.03732584763727,1390544100.0,193.10618840420418,1.0,1.0,1203.5765069364024,5.890042459565967,0.0,0.0,5077702564.0,266.94194125314965,760049761.0,166.03915200939807,158558464.0,112.2140811128443,521284.0,26.870057685088806,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57
Home Mortgage,992845.0,10+ years,0.0,17.0,21.2,1132054.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,207812.0,294291.0,25483.0,739.0,0,985741194025.0,996.4160777506553,0.0,0.0,289.0,4.123105625617661,449.44,4.604345773288535,1281546258916.0,1063.9802629748353,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,43185827344.0,455.86401481143474,86607192681.0,542.4859445183811,649383289.0,159.6339562875017,546121.0,27.184554438136374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58
Rent,1366391.7201749957,< 1 year,0.0,9.0,10.7,642092.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,312026.0,296685.0,13006.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,81.0,3.0,114.48999999999998,3.271085446759225,412282136464.0,801.3064332700693,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,97360224676.0,558.5928749993146,88021989225.0,544.6879840789587,169156036.0,114.04385121522334,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59
Home Mortgage,1630029.0,10+ years,0.0,10.0,17.3,697114.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,230362.0,260680.0,6181.0,714.0,0,2656994540841.0,1276.7258907063801,0.0,0.0,100.0,3.1622776601683795,299.29,4.159326868617084,485967928996.0,834.9335302884895,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,53066651044.0,479.96041503440676,67954062400.0,510.56831080669315,38204761.0,78.61933604400383,509796.0,26.720778431774775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60
Home Mortgage,866476.0,1 year,0.0,15.0,12.9,239800.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,99999999.0,130891.0,11770.0,701.0,0,750780658576.0,930.846926191412,0.0,0.0,225.0,3.872983346207417,166.41,3.591656999213594,57504040000.0,489.69378186781177,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,17132453881.0,361.7886123138759,138532900.0,108.48963084092415,491401.0,26.476404589747453,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61
Home Mortgage,1670860.0,6 years,0.0,8.0,16.0,233420.0,0.0,61.0,0.0,debt consolidation,Long Term,333564.0,122569.0,23949.0,705.0,0,2791773139600.0,1292.6174994947269,0.0,0.0,64.0,2.8284271247461903,256.0,4.0,54484896400.0,483.13559173383203,0.0,0.0,3721.0,7.810249675906654,0.0,0.0,111264942096.0,577.5499978356852,15023159761.0,350.0985575520128,573554601.0,154.75464451834716,497025.0,26.551836094703507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,62
Rent,573762.0,1 year,0.0,7.0,16.6,197120.0,0.0,54.0,0.0,debt consolidation,Short Term,177166.0,114741.0,12671.0,735.0,1,329202832644.0,757.4707915160822,0.0,0.0,49.0,2.6457513110645907,275.56000000000006,4.0743097574926725,38856294400.0,443.98198161637146,0.0,0.0,2916.0,7.3484692283495345,0.0,0.0,31387791556.0,420.91091694086526,13165497081.0,338.73440923531814,160554241.0,112.56553646654024,540225.0,27.110883423451916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,63
Rent,1366391.7201749957,< 1 year,0.0,10.0,15.6,697642.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,156508.0,398259.0,28077.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,100.0,3.1622776601683795,243.35999999999999,3.9496835316262997,486704360164.0,835.2496632744009,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,24494754064.0,395.6109199706196,158610231081.0,631.0776497389207,788317929.0,167.56192885020153,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,64
Rent,1280125.0,10+ years,0.0,8.0,13.3,362934.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,318582.0,204991.0,16428.0,741.0,1,1638720015625.0,1131.426091267123,0.0,0.0,64.0,2.8284271247461903,176.89000000000001,3.646916505762094,131721088356.0,602.4400385100579,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,101494490724.0,564.4306866214841,42021310081.0,452.7593179604369,269879184.0,128.17175976009693,549081.0,27.2213151776324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65
Home Mortgage,1366391.7201749957,10+ years,0.0,11.0,11.3,693418.0,1.0,34.69260017548991,1.0,debt consolidation,Short Term,266398.0,147915.0,21461.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,121.0,3.3166247903554,127.69000000000001,3.361547262794322,480828522724.0,832.7172389232734,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,70967894404.0,516.1375785582754,21878847225.0,384.5971918774239,460574521.0,146.49573372627614,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,66
Rent,1269333.0,< 1 year,0.0,7.0,15.8,235510.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,99999999.0,171874.0,5183.0,747.0,0,1611206264889.0,1126.6467946965456,0.0,0.0,49.0,2.6457513110645907,249.64000000000001,3.9749213828703582,55464960100.0,485.2937254900376,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,29540671876.0,414.5768927472924,26863489.0,71.99305522062528,558009.0,27.331300737432898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,67
Rent,2157773.0,4 years,0.0,10.0,22.2,660374.0,0.0,13.0,0.0,debt consolidation,Short Term,482152.0,494475.0,39559.0,743.0,0,4655984319529.0,1468.9360094980311,0.0,0.0,100.0,3.1622776601683795,492.84,4.711687595755898,436093819876.0,812.6339889519759,0.0,0.0,169.0,3.605551275463989,0.0,0.0,232470551104.0,694.3716584078011,244505525625.0,703.1891637390326,1564914481.0,198.89444436685505,552049.0,27.258026340878022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68
Home Mortgage,1408527.0,2 years,0.0,12.0,17.5,700062.0,0.0,21.0,0.0,other,Long Term,525998.0,174135.0,9320.0,6470.0,1,1983948309729.0,1186.8138017397675,0.0,0.0,144.0,3.4641016151377544,306.25,4.183300132670378,490086803844.0,836.6970778005622,0.0,0.0,441.0,4.58257569495584,0.0,0.0,276673896004.0,725.2571957588563,30322998225.0,417.294859781426,86862400.0,96.54014708917737,41860900.0,80.43631020876082,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69
Home Mortgage,613966.0,6 years,0.0,5.0,16.3,96998.0,0.0,34.69260017548991,0.0,buy a car,Short Term,148632.0,29982.0,6498.0,744.0,0,376954249156.0,783.5598254122017,0.0,0.0,25.0,2.23606797749979,265.69,4.03732584763727,9408612004.0,311.4450192249027,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,22091471424.0,385.5282090846272,898920324.0,173.15311143609287,42224004.0,80.61017305526642,553536.0,27.27636339397171,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
Rent,1366391.7201749957,10+ years,0.0,8.0,13.1,797874.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,308616.0,360392.0,35030.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,64.0,2.8284271247461903,171.60999999999999,3.6193922141707713,636602919876.0,893.2379302291188,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,95243835456.0,555.5321772858887,129882393664.0,600.326577789123,1227100900.0,187.16303053755033,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,71
Rent,1140000.0,10+ years,0.0,9.0,16.0,778448.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,462000.0,414808.0,19950.0,725.0,0,1299600000000.0,1067.707825203131,0.0,0.0,81.0,3.0,256.0,4.0,605981288704.0,882.2970021483695,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,213444000000.0,679.7058187186572,172065676864.0,644.0558981951799,398002500.0,141.24446891825534,525625.0,26.92582403567252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,72
Home Mortgage,1631644.0,8 years,0.0,9.0,12.1,862422.0,0.0,34.69260017548991,0.0,other,Short Term,351670.0,155667.0,4773.0,718.0,1,2662262142736.0,1277.3582113095763,0.0,0.0,81.0,3.0,146.41,3.478505426185217,743771706084.0,928.6667863125073,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,123671788900.0,593.0177063123832,24232214889.0,394.546575197403,22781529.0,69.0869017976635,515524.0,26.795522013948524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,73
Home Mortgage,1435127.0,< 1 year,0.0,10.0,21.2,1643906.0,0.0,68.0,0.0,debt consolidation,Long Term,443124.0,782268.0,28487.0,674.0,0,2059589506129.0,1197.9678626741204,0.0,0.0,100.0,3.1622776601683795,449.44,4.604345773288535,2702426936836.0,1282.1489773033397,0.0,0.0,4624.0,8.246211251235321,0.0,0.0,196358879376.0,665.6755966685274,611943223824.0,884.4591567732226,811509169.0,168.78092309262917,454276.0,25.96150997149434,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,74
Own Home,1366391.7201749957,10+ years,0.0,17.0,32.5,2322650.0,0.0,34.69260017548991,0.0,other,Short Term,448184.0,136401.0,29320.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,289.0,4.123105625617661,1056.25,5.70087712549569,5394703022500.0,1524.024278021843,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,200868897856.0,669.4654584069293,18605232801.0,369.3250600758091,859662400.0,171.23083834403195,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75
Rent,808298.0,5 years,0.0,12.0,15.7,632170.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,99999999.0,251693.0,8622.0,746.0,0,653345656804.0,899.0539472134028,0.0,0.0,144.0,3.4641016151377544,246.48999999999998,3.96232255123179,399638908900.0,795.0911897386362,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,63349366249.0,501.6901434152359,74338884.0,92.85472524325297,556516.0,27.313000567495326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76
Rent,1164852.0,3 years,0.0,19.0,12.7,276540.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,175340.0,92663.0,12134.0,729.0,1,1356880181904.0,1079.2830953924924,0.0,0.0,361.0,4.358898943540674,161.29,3.5637059362410923,76474371600.0,525.8707065429677,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,30744115600.0,418.7361938022554,8586431569.0,304.405978916315,147233956.0,110.1544370418187,531441.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,77
Rent,1366391.7201749957,1 year,0.0,7.0,9.0,415250.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,174438.0,185402.0,7735.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,49.0,2.6457513110645907,81.0,3.0,172432562500.0,644.3989447539467,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,30428615844.0,417.65775462691937,34373901604.0,430.58332526933737,59830225.0,87.94884877018005,1325002.427814051,33.927680408431776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,78
Rent,985815.0,8 years,0.0,11.0,18.1,227876.0,3.0,51.0,3.0,debt consolidation,Short Term,108504.0,104899.0,10351.0,729.0,1,971831214225.0,992.882168235486,0.0,0.0,121.0,3.3166247903554,327.61000000000007,4.254409477236529,51927471376.0,477.3635930818353,9.0,1.7320508075688772,2601.0,7.14142842854285,9.0,1.7320508075688772,11773118016.0,329.3994535514593,11003800201.0,323.88115104155105,107143201.0,101.73986436004326,531441.0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79
Rent,1366391.7201749957,10+ years,0.0,6.0,36.8,263934.0,0.0,70.0,0.0,debt consolidation,Long Term,111848.0,60173.0,16918.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,36.0,2.449489742783178,1354.2399999999998,6.06630035524124,69661156356.0,513.7450729690748,0.0,0.0,4900.0,8.366600265340756,0.0,0.0,12509975104.0,334.4368400759701,3620789929.0,245.30185486457293,286218724.0,130.0692123448128,1325002.427814051,33.927680408431776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80
Have Mortgage,1112298.0,< 1 year,0.0,7.0,9.0,81598.0,0.0,34.69260017548991,0.0,take a trip,Short Term,128788.0,42921.0,15906.0,704.0,1,1237206840804.0,1054.6553939557698,0.0,0.0,49.0,2.6457513110645907,81.0,3.0,6658233604.0,285.6536364200533,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,16586348944.0,358.87045016272936,1842212241.0,207.17384004743457,253000836.0,126.11899143269423,495616.0,26.5329983228432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,81
Home Mortgage,1001357.0,6 years,0.0,6.0,16.5,655292.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,109384.0,294291.0,16606.0,745.0,0,1002715841449.0,1000.6782699749206,0.0,0.0,36.0,2.449489742783178,272.25,4.06201920231798,429407605264.0,809.5010809134229,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,11964859456.0,330.73252032420396,86607192681.0,542.4859445183811,275759236.0,128.8642696793801,555025.0,27.294688127912362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82
Rent,1860290.0,3 years,0.0,18.0,16.4,1120218.0,0.0,34.69260017548991,0.0,other,Short Term,116314.0,697528.0,49298.0,749.0,0,3460678884100.0,1363.9244847131383,0.0,0.0,324.0,4.242640687119285,268.96,4.049691346263317,1254888367524.0,1058.4035147333932,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,13528946596.0,341.0483836642537,486545310784.0,835.1814174177968,2430292804.0,222.03152929257593,561001.0,27.367864366808018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,83
Home Mortgage,2539103.0,6 years,0.0,13.0,17.2,1211430.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,381106.0,636101.0,51205.0,742.0,0,6447044044609.0,1593.4563062726256,0.0,0.0,169.0,3.605551275463989,295.84,4.147288270665544,1467562644900.0,1100.649808067943,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,145241783236.0,617.3378329569637,404624482201.0,797.5594021764147,2621952025.0,226.28521825342457,550564.0,27.23967694375247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84
Home Mortgage,1301614.0,9 years,0.0,17.0,18.0,9339924.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,592240.0,959899.0,16813.0,748.0,0,1694199004996.0,1140.8829913711572,0.0,0.0,289.0,4.123105625617661,324.0,4.242640687119285,87234180325776.0,3056.1289239821017,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,350748217600.0,769.5713092365125,921406090201.0,979.7443544108841,282676969.0,129.6649528592827,559504.0,27.349588662354687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85
